,Unnamed: 0,filename,prompt,evaluation_seed
104,104,o_Elon-Musk-and-Bette-Midler_3_0.jpg,Elon Musk and Bette Midler,3
105,105,o_Elon-Musk-and-Betty-White-in-an-official-photo_0_0.jpg,Elon Musk and Betty White in an official photo,0
106,106,o_Elon-Musk-and-Brittany-Snow_0_0.jpg,Elon Musk and Brittany Snow,0
107,107,o_Elon-Musk-and-Countess-Vaughn-in-an-official-photo_3_0.jpg,Elon Musk and Countess Vaughn in an official photo,3
108,108,o_Elon-Musk-and-Countess-Vaughn_0_0.jpg,Elon Musk and Countess Vaughn,0
109,109,o_Elon-Musk-and-Dakota-Johnson-in-an-official-photo_3_0.jpg,Elon Musk and Dakota Johnson in an official photo,3
110,110,o_Elon-Musk-and-Dakota-Johnson_3_0.jpg,Elon Musk and Dakota Johnson,3
111,111,o_Elon-Musk-and-Doris-Day-in-an-official-photo_3_0.jpg,Elon Musk and Doris Day in an official photo,3
112,112,o_Elon-Musk-and-Elizabeth-Taylor-in-an-official-photo_0_0.jpg,Elon Musk and Elizabeth Taylor in an official photo,0
113,113,o_Elon-Musk-and-Elizabeth-Taylor_0_0.jpg,Elon Musk and Elizabeth Taylor,0
114,114,o_Elon-Musk-and-Emma-Roberts-in-an-official-photo_0_0.jpg,Elon Musk and Emma Roberts in an official photo,0
115,115,o_Elon-Musk-and-Gillian-Anderson-in-an-official-photo_0_0.jpg,Elon Musk and Gillian Anderson in an official photo,0
116,116,o_Elon-Musk-and-Jennifer-Connelly-in-an-official-photo_1_0.jpg,Elon Musk and Jennifer Connelly in an official photo,1
117,117,o_Elon-Musk-and-Julianne-Moore-in-an-official-photo_1_0.jpg,Elon Musk and Julianne Moore in an official photo,1
118,118,o_Elon-Musk-and-Julianne-Moore-in-an-official-photo_4_0.jpg,Elon Musk and Julianne Moore in an official photo,4
119,119,o_Elon-Musk-and-Julianne-Moore_1_0.jpg,Elon Musk and Julianne Moore,1
120,120,o_Elon-Musk-and-Julianne-Moore_3_0.jpg,Elon Musk and Julianne Moore,3
121,121,o_Elon-Musk-and-Kaley-Cuoco_0_0.jpg,Elon Musk and Kaley Cuoco,0
122,122,o_Elon-Musk-and-Kaley-Cuoco_3_0.jpg,Elon Musk and Kaley Cuoco,3
123,123,o_Elon-Musk-and-Kristen-Stewart-in-an-official-photo_0_0.jpg,Elon Musk and Kristen Stewart in an official photo,0
124,124,o_Elon-Musk-and-Kristen-Stewart-in-an-official-photo_1_0.jpg,Elon Musk and Kristen Stewart in an official photo,1
125,125,o_Elon-Musk-and-Kristen-Stewart-in-an-official-photo_3_0.jpg,Elon Musk and Kristen Stewart in an official photo,3
126,126,o_Elon-Musk-and-Kristen-Stewart_0_0.jpg,Elon Musk and Kristen Stewart,0
127,127,o_Elon-Musk-and-Kristen-Stewart_3_0.jpg,Elon Musk and Kristen Stewart,3
128,128,o_Elon-Musk-and-Krysten-Ritter_1_0.jpg,Elon Musk and Krysten Ritter,1
129,129,o_Elon-Musk-and-Lily-Collins-in-an-official-photo_0_0.jpg,Elon Musk and Lily Collins in an official photo,0
130,130,o_Elon-Musk-and-Lily-Collins-in-an-official-photo_1_0.jpg,Elon Musk and Lily Collins in an official photo,1
131,131,o_Elon-Musk-and-Lily-Collins_0_0.jpg,Elon Musk and Lily Collins,0
132,132,o_Elon-Musk-and-Lily-Collins_1_0.jpg,Elon Musk and Lily Collins,1
133,133,o_Elon-Musk-and-Lindsay-Lohan-in-an-official-photo_0_0.jpg,Elon Musk and Lindsay Lohan in an official photo,0
134,134,o_Elon-Musk-and-Lindsay-Lohan-in-an-official-photo_1_0.jpg,Elon Musk and Lindsay Lohan in an official photo,1
135,135,o_Elon-Musk-and-Lindsay-Lohan-in-an-official-photo_3_0.jpg,Elon Musk and Lindsay Lohan in an official photo,3
136,136,o_Elon-Musk-and-Lindsay-Lohan_1_0.jpg,Elon Musk and Lindsay Lohan,1
137,137,o_Elon-Musk-and-Maggie-Gyllenhaal-in-an-official-photo_0_0.jpg,Elon Musk and Maggie Gyllenhaal in an official photo,0
138,138,o_Elon-Musk-and-Maggie-Gyllenhaal-in-an-official-photo_2_0.jpg,Elon Musk and Maggie Gyllenhaal in an official photo,2
139,139,o_Elon-Musk-and-Maggie-Gyllenhaal-in-an-official-photo_3_0.jpg,Elon Musk and Maggie Gyllenhaal in an official photo,3
140,140,o_Elon-Musk-and-Maggie-Gyllenhaal_0_0.jpg,Elon Musk and Maggie Gyllenhaal,0
141,141,o_Elon-Musk-and-Maggie-Gyllenhaal_3_0.jpg,Elon Musk and Maggie Gyllenhaal,3
142,142,o_Elon-Musk-and-Maya-Angelou-in-an-official-photo_0_0.jpg,Elon Musk and Maya Angelou in an official photo,0
143,143,o_Elon-Musk-and-Megan-Fox-in-an-official-photo_0_0.jpg,Elon Musk and Megan Fox in an official photo,0
144,144,o_Elon-Musk-and-Megan-Fox-in-an-official-photo_2_0.jpg,Elon Musk and Megan Fox in an official photo,2
145,145,o_Elon-Musk-and-Megan-Fox-in-an-official-photo_3_0.jpg,Elon Musk and Megan Fox in an official photo,3
146,146,o_Elon-Musk-and-Megan-Fox_0_0.jpg,Elon Musk and Megan Fox,0
147,147,o_Elon-Musk-and-Natalie-Portman-in-an-official-photo_3_0.jpg,Elon Musk and Natalie Portman in an official photo,3
148,148,o_Elon-Musk-and-Natalie-Portman_3_0.jpg,Elon Musk and Natalie Portman,3
149,149,o_Elon-Musk-and-Queen-Elizabeth-in-an-official-photo_1_0.jpg,Elon Musk and Queen Elizabeth in an official photo,1
